,key,Inclusion decision,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
10700,rayyan-1101992532,Exclude,The kicking machine: A device for impact testing of structural components,2003.0,1,1,,1358-8265,8.0,4.0,385-392,"Hanssen, AG and Auestad, T and Tryl and , T and Langseth, M",,,,,"The current paper describes a device for impact testing of structural components. This device is referred to as the kicking machine. It is shown how the machine can be used for high-speed offset testing of automotive bumper systems. In brief, the kicking machine accelerates a trolley moving on rails towards the test specimen. The trolley is equipped with loads cells to give the axial crushing force. The test specimen (bumper system) consists of a cross beam connected to two crash boxes. Each crash box is fixed to a load cell that measures the axial force and two orthogonal bending moments.",,,,,
6558,rayyan-1101988390,Exclude,Seasonally Changing Cryptochrome 1b Expression in the Retinal Ganglion Cells of a Migrating Passerine Bird,2016.0,1,1,,1932-6203,11.0,3.0,-,"Niessner, Christine and Gross, Julia Christina and Denzau, Susanne and Peichl, Leo and Fleissner, Gerta and Wiltschko, Wolfgang and Wiltschko, Roswitha",,,,,"Cryptochromes, blue-light absorbing proteins involved in the circadian clock, have been proposed to be the receptor molecules of the avian magnetic compass. In birds, several cryptochromes occur: Cryptochrome 2, Cryptochrome 4 and two splice products of Cryptochrome 1, Cry1a and Cry1b. With an antibody not distinguishing between the two splice products, Cryptochrome 1 had been detected in the retinal ganglion cells of garden warblers during migration. A recent study located Cry1a in the outer segments of UV/V-cones in the retina of domestic chickens and European robins, another migratory species. Here we report the presence of cryptochrome 1b (eCry1b) in retinal ganglion cells and displaced ganglion cells of European Robins, Erithacus rubecula. Immuno-histochemistry at the light microscopic and electron microscopic level showed eCry1b in the cell plasma, free in the cytosol as well as bound to membranes. This is supported by immuno-blotting. However, this applies only to robins in the migratory state. After the end of the migratory phase, the amount of eCry1b was markedly reduced and hardly detectable. In robins, the amount of eCry1b in the retinal ganglion cells varies with season: it appears to be strongly expressed only during the migratory period when the birds show nocturnal migratory restlessness. Since the avian magnetic compass does not seem to be restricted to the migratory phase, this seasonal variation makes a role of eCry1b in magnetoreception rather unlikely. Rather, it could be involved in physiological processes controlling migratory restlessness and thus enabling birds to perform their nocturnal flights.","RAYYAN-INCLUSION: {""Carrie An""=>""Excluded""}",,Seasons,,
115,rayyan-1101981880,Exclude,"THE DONANA NATIONAL PARK (SPAIN): GEODESY, DTM AND WATER MODELING AS MANAGEMENT TOOLS",2010.0,1,1,,,,,155-175,"Nunez, M. A. and Gili, J. A. and Blade, E. and Ibanez, E. and Lantada, N. and Buill, F. and Puig, C.",,,,,"The National Park of Donana in Spain contains the most important wetlands in this country due to the richness in both vegetation and fauna. Life there is heavily conditioned by the water level in the marsh (locally named ""marisma""). It is known that the wetlands are considered as a desertification indicator and a climate change index. The marshes within Donana National Park have a wide extension (roughly 50,000 Ha) and a smooth, flat topography (elevation ranges between 0.8 and 1.8 meters above sea level). Every year, more than 35,000Ha of marisma change from being flooded in the wet season to being completely dry in summer. The evolution of both vegetation and fauna (migratory birds in particular) depends on this annual flooding-drying cycle. Several human activities during the second part of the XX century were carried out in order to control seasonal flooding, and to make the interior of the National Park (NP.) independent from stream contributions, the Guadalquivir River and sea tides. In 1998, other emergency actions were carried out in order to avoid the Park contamination by a toxic waste (mud with a high content of heavy metals) that reached the Park after the failure of the Aznalcollar mining waste pool. In the frame of the National Park preservation project, known as Donana 2005, several actions were designed, including the reversal of some hydraulic works. There was a certain concern about the impact of these measures as the ecosystem balance in this wetland is very complex. The numerical techniques (hydrodynamic modeling of the water flow in the marshes) appeared as a convenient way to simulate the present situation and the intended changes. As water is very sensitive to small gradients, it is mandatory to know the territory in detail and the elevations in particular, as accurately as possible. The Laser Scanning (LIDAR) was used in an aerial survey in 2002, because it is the most powerful technique to build the best DTM (Digital Terrain Models) available today. To georeference the data acquired (hundred millions of points), a geodetic reference frame was established as well as a Geoidal model. The main goal of this chapter is to explain how geodesy, geomatics engineering and hydraulics engineering can collaborate in the simulation of different scenarios. This will contribute in the management of Donana marshes, which is quite a complex ecosystem, and in the decision making about the re-conditioning works, currently in process.",,,Spain,,
7500,rayyan-1101989332,Exclude,Truncation and Sequence Shuffling of Segment 6 Generate Replication-Competent Neuraminidase-Negative Influenza H5N1 Viruses,2013.0,1,1,,0022-538X,87.0,24.0,13556-13568,"Kalthoff, Donata and Roehrs, Susanne and Hoeper, Dirk and Hoffmann, Bernd and Bogs, Jessica and Stech, Juergen and Beer, Martin",,,,,"Influenza viruses are highly genetically variable and escape from immunogenic pressure by antigenic changes in their surface proteins, referred to as ""antigenic drift"" and ""antigenic shift."" To assess the potential genetic plasticity under strong selection pressure, highly pathogenic avian influenza virus (HPAIV) of subtype H5N1 was passaged 50 times in embryonated chicken eggs in the presence of a neutralizing, polyclonal chicken serum. The resulting mutant acquired major alterations in the neuraminidase (NA)-encoding segment. Extensive deletions and rearrangements were detected, in contrast to only 12 amino acid substitutions within all other segments. Interestingly, this new neuraminidase segment resulted from complex sequence shuffling and insertion of a short fragment originating from the PA segment. Characterization of that novel variant revealed a loss of the neuraminidase protein and enzymatic activity, but its replication efficiency remained comparable to that of the wild type. Using reverse genetics, a recombinant virus consisting of the wild-type backbone and the shortened NA segment could be generated; however, generation of this recombinant virus required the polybasic hemagglutinin cleavage site. Two independent repetitions starting with egg passage 30 in the presence of alternative chicken-derived immune sera selected mutants with similar but different large deletions within the NA segment without any neuraminidase activity, indicating a general mechanism. In chicken, these virus variants were avirulent, even though the HPAIV polybasic hemagglutinin cleavage site was still present. Overall, the variants reported here are the first HPAIV H5N1 strains without a functional neuraminidase shown to grow efficiently without any helper factor. These novel HPAIV variants may facilitate future studies shedding light on the role of neuraminidase in virus replication and pathogenicity.",,,"Influenza, Human",,
10812,rayyan-1101992644,Exclude,Analysis of crosstie track in lateral plane using new track equations,1997.0,1,1,,0733-947X,123.0,3.0,202-208,"Shenton, HW",,,,,"The analysis of a crosstie railroad track in the lateral plane has traditionally been based on the theory of a beam on an elastic foundation, in which the bending rigidity of the track structure is assumed to be twice the rigidity of a single rail, and the ballast resistance is represented by a linear Winkler foundation with modulus k. The traditional analysis ignores the contribution of the ties and rail-tie fasteners to the bending stiffness of the track and the nonlinearity of the ballast resistance. In the present paper the analysis of an infinitely long crosstie track subject to a concentrated lateral load is presented. The analysis is based on the new track equations derived by Kerr and Zarembski in 1981. These equations explicitly account for the contribution of the rails, ties, and fasteners to the bending stiffness of the track. A bilinear approximation is assumed in modeling the lateral resistance due to the ballast. A closed form solution for the track deflection is obtained using the new equations, for displacements in the linear regime. A closed-form solution is obtained for the nonlinear response, using a simplified set of track equations. A method for determining the model track parameters is presented that is based on a least-squares fit to experimental load-deflection data. Results show that the analytical solution accurately predicts the measured data, for the full range of loads and over the entire length of the track.",,,,,
7917,rayyan-1101989749,Exclude,Radio-transmitters do not affect seasonal mass change or annual survival of wintering Bicknell's Thrushes,2012.0,1,1,,0273-8570,83.0,3.0,295-301,"Townsend, Jason M. and Rimmer, Christopher C. and McFarl and , Kent P.",,,,,"Studies of the effects of transmitters on passerines have provided mixed results, but many have revealed no negative impacts. Most such studies have been conducted during the breeding season and, as a result, little is known about the possible effects of transmitters on wintering birds. We examined the effects of transmitters on Bicknell's Thrushes (Catharus bicknelli) wintering in the Dominican Republic. We used long-term mark-recapture data to compare birds with radio-transmitters (N= 5 years, 64 individuals) to birds banded, but not radio-tagged (N= 10 years, 164 individuals). For a subset of birds in each category, we measured the change in mass between early-winter and late-winter and, for all birds, we calculated return rates and modeled annual survival by sex and age classes. Return rates of radio-tagged (16%) and banded-only individuals (17%) did not differ, and survival models including the effect of transmitter attachment were poorly supported. We also found no sex or age-specific effects of transmitter attachment. Radio-tagged and banded-only birds did not differ either in the proportion of birds gaining mass during the winter or amount of mass gained. Our results indicate that attaching light-weight transmitters (<5% of body mass) to wintering Bicknell's Thrushes did not adversely affect either body condition or annual survival.",,,"Seasons;Candidiasis, Oral",,
11202,rayyan-1101993034,Exclude,Persistent Hot Spot Detection and Characterisation Using SLSTR,2018.0,1,1,,2072-4292,10.0,7.0,-,"Caseiro, Alex and re and Ruecker, Gernot and Tiemann, Joachim and Leimbach, David and Lorenz, Eckehard and Frauenberger, Olaf and Kaiser, Johannes W.",,,,,"Gas flaring is a disposal process widely used in the oil extraction and processing industry. It consists in the burning of unwanted gas at the tip of a stack and due to its thermal characteristic and the thermal emission it is possible to observe and to quantify it from space. Spaceborne observations allows us to collect information across regions and hence to provide a base for estimation of emissions on global scale. We have successfully adapted the Visible Infrared Imaging Radiometer Suite (VIIRS) Nightfire algorithm for the detection and characterisation of persistent hot spots, including gas flares, to the Sea and Land Surface Temperature Radiometer (SLSTR) observations on-board the Sentinel-3 satellites. A hot event at temperatures typical of a gas flare will produce a local maximum in the night-time readings of the shortwave and mid-infrared (SWIR and MIR) channels of SLSTR. The SWIR band centered at 1.61 mu m is closest to the expected spectral radiance maximum and serves as the primary detection band. The hot source is characterised in terms of temperature and area by fitting the sum of two Planck curves, one for the hot source and another for the background, to the radiances from all the available SWIR, MIR and thermal infra-red channels of SLSTR. The flaring radiative power is calculated from the gas flare temperature and area. Our algorithm differs from the original VIIRS Nightfire algorithm in three key aspects: (1) It uses a granule-based contextual thresholding to detect hot pixels, being independent of the number of hot sources present and their intensity. (2) It analyses entire clusters of hot source detections instead of individual pixels. This is arguably a more comprehensive use of the available information. (3) The co-registration errors between hot source clusters in the different spectral bands are calculated and corrected. This also contributes to the SLSTR instrument validation. Cross-comparisons of the new gas flare characterisation with temporally close observations by the higher resolution German FireBIRD TET-1 small satellite and with the Nightfire product based on VIIRS on-board the Suomi-NPP satellite show general agreement for an individual flaring site in Siberia and for several flaring regions around the world. Small systematic differences to VIIRS Nightfire are nevertheless apparent. Based on the hot spot characterisation, gas flares can be identified and flared gas volumes and pollutant emissions can be calculated with previously published methods.","RAYYAN-INCLUSION: {""Carrie An""=>""Excluded""}",,,,
342,rayyan-1101982107,Exclude,Visual cues for woodpeckers: light reflectance of decayed wood varies by decay fungus,2018.0,1,1,,1559-4491,130.0,1.0,200-212,"O'Daniels, Sean T. and Kesler, Dylan C. and Mihail, Jeanne D. and Webb, Elisabeth B. and Werner, Scott J.",,,,,"The appearance of wood substrates is likely relevant to bird species with life histories that require regular interactions with wood for food and shelter. Woodpeckers detect decayed wood for cavity placement or foraging, and some species may be capable of detecting trees decayed by specific fungi; however, a mechanism allowing for such specificity remains unidentified. We hypothesized that decay fungi associated with woodpecker cavity sites alter the substrate reflectance in a species-specific manner that is visually discriminable by woodpeckers. We grew 10 species of wood decay fungi from pure cultures on sterile wood substrates of 3 tree species. We then measured the relative reflectance spectra of decayed and control wood wafers and compared them using the receptor noise-limited (RNL) color discrimination model. The RNL model has been used in studies of feather coloration, egg shells, flowers, and fruit to model how the colors of objects appear to birds. Our analyses indicated 6 of 10 decayed substrate/control comparisons were above the threshold of discrimination (i.e., indicating differences discriminable by avian viewers), and 12 of 13 decayed substrate comparisons were also above threshold for a hypothetical woodpecker. We conclude that woodpeckers should be capable of visually detecting decayed wood on trees where bark is absent, and they should also be able to detect visually species-specific differences in wood substrates decayed by fungi used in this study. Our results provide evidence for a visual mechanism by which woodpeckers could identify and select substrates decayed by specific fungi, which has implications for understanding ecologically important woodpecker-fungus interactions.",,,Cues;Fungi,,
5152,rayyan-1101986917,Exclude,Sunrise in the city: disentangling drivers of the avian dawn chorus onset in urban greenspaces,2017.0,1,1,,0908-8857,48.0,7.0,955-964,"Lee, Jeffrey G. -H. and MacGregor-Fors, Ian and Yeh, Pamela J.",,,,,"Urban systems are known to have a number of effects on avian richness, density, and morphological and behavioral traits. However, no study to date has simultaneously examined the wide range of urban variables in relation to the avian dawn chorus, a complex behavioral phenomenon. Previous studies investigating adjustments of the dawn chorus onset in urban settings have mainly been confined to relationships with noise and light levels. In addition to noise and light levels, in this study we included other potentially related environmental characteristics describing vegetation structure, urban infrastructure, and human activity, all of which have been shown to be drivers of bird diversity in urban areas. We conducted dawn chorus surveys at 38 Los Angeles urban greenspaces and used a classification and regression tree analysis to identify specific urban scenarios that best explained timing differences in the dawn chorus onset. Our results show that light level was the most important variable related to the dawn chorus onset time, in which, counter-intuitively, bird communities in greenspaces with higher light levels had later onsets. In addition, noise was an important factor for the chorus onset in greenspaces with higher light levels. Although our results differ from those of previous studies, these findings highlight the importance of noise and light levels in explaining dawn chorus onset variation, indicating the need for further research in untangling this complex and ecologically important phenomenon.",,,,,
1262,rayyan-1101983027,Exclude,RESPONSE OF BROILER CHICKS TO DIETARY MONOSODIUM GLUTAMATE,2009.0,1,1,,0253-8318,29.0,4.0,165-168,"Khadiga and Ati, A. A. and Mohammed, S. and Saad, A. M. and Mohamed, H. E.",,,,,"The objective of this study was to assess the effect of monosodium glutamate (MSG) on broiler performance, blood chemistry and the brain tissues. A total of 120 day-old Lohman broiler chicks were randomly divided into four groups, with 3 replicates (30 birds per treatment). Four approximately isonitrogenous and isocaloric diets with different levels of MSG viz. 0, 0.25, 0.5 and 1.0% were formulated. Feed and water were provided ad libitum throughout the experimental period of 49 days. The results revealed that total feed intake was significantly higher (P<0.05) in chicks fed 1% MSG compared to other three groups. Final body weight gain was significantly (P<0.05) lower in chicks fed 0.25 and 0.5% MSG compared to control group. Feed conversion ratio, serum total proteins and cholesterol levels were not affected by the dietary treatments. Serum lipids level decreased significantly (P<0.01) by dietary MSG. Significant increase (P<0.01) in serum uric acid level was observed in birds fed 0.5% MSG. Light microscopic examination of brain sections showed histopathological lesions in midbrain and cerebellum in birds fed 1% MSG. Midbrain sections showed neuron angulations, chromatolysis, fibrolamellation and gliosis. Cerebellum sections showed spongy degeneration and haemorrhagic foci. It was concluded that high level of MSG (1%) has adverse effects on the nervous tissue of broiler chicks.",,,Glutamic Acid;Glutamates,,
2713,rayyan-1101984478,Exclude,Responses of two strains of female broiler breeders to a midcycle increase in photoperiod,2002.0,1,1,,0032-5791,81.0,6.0,745-754,"Joseph, NS and Robinson, FE and Renema, RA and Zuidhof, MJ",,,,,"The influences of strain and a midcycle increase in photoperiod on the reproductive performance of broiler, breeder hens were evaluated. At 22 wk of age, Strain X and Y pullets were randomly assigned to one of five groups [processed at 22 wk of age (A), processed after third oviposition (B), processed at 32 wk of age (C-32), processed at 40 wk of age (C40), and processed at 54 wk of age (C-54)] and were placed into individual laying cages. These groups were euthanized at different ages to analyze reproductive and carcass parameters. Photostimulation occurred at 22 wk of age when the photoperiod was increased from 8L:16D to 14L:10D. A light-tight wall partitioned the room into two halves. At 33 wk of age, half of the birds received an increase in photoperiod to 18L:6D, whereas the other half remained at 14L:10D. Body weight and abdominal fat pad weight increased with age. The number of large yellow follicles (LYF) decreased from 8.78 at sexual maturity to 4.60 at 54 wk of age. The number of atretic white follicles (WF) and small yellow follicles (SYF) also increased with age. Although there were no differences in BW, Strain Y had a greater egg weight throughout the laying cycle than Strain X. Peak hen-day egg production was 93.0%, and, overall, egg production was not affected by strain. Reproductive performance and ovarian morphology were not affected by the increase in photoperiod, presumably because peak egg production was so high. Carcass data demonstrated that frame size was determined by sexual maturity, whereas organ weights changed in response to reproductive status.",,,,,
5208,rayyan-1101986973,Exclude,Identification of microRNAs associated with medullary thyroid carcinoma by bioinformatics analyses,2017.0,1,1,,1791-2997,15.0,6.0,4266-4272,"Fu, Xiangjun and Fang, Jugao and Lian, Meng and Zhong, Qi and Ma, Hongzhi and Feng, Ling and Wang, Ru and Wang, Haizhou",,,,,"The present study aimed to investigate the microRNA (miRNA) profile in human medullary thyroid carcinoma (MTC) tissue. The GSE40807 data profile was downloaded from the Gene Expression Omnibus database. Following preprocessing, differentially expressed microRNAs (DEMs) between MTC and healthy tissues were identified. Based on the obtained DEMs, transcription factor (TF) -miRNA and miRNA-target gene regulatory association pairs were predicted. Finally, functional enrichment analysis was performed on target genes of DEMs. Fifteen upregulated and 17 downregulated DEMs were identified. In the constructed TF-miRNA regulatory network, hsa-miR-9-5p was regulated by 9 TFs and hsa-miR-1 was regulated by 8 TFs. TFs of nuclear factor of. light polypeptide gene enhancer in B-cells 1 (NF-kappa B1) and v-myc avian myelocytomatosis viral oncogene homolog (MYC) regulated 4 and 3 DEMs, respectively. In the miRNA-target gene regulatory network, hsa-miR-1, hsa-miR-9-5p, hsa-miR-96-5p and hsa-miR-590-5p were most upregulated. The target genes of these 4 miRNAs were primarily enriched in the mitogen activated protein kinase (MAPK) signaling pathway. Therefore, MAPK signaling pathway may serve important roles in MTC progression. In conclusion, the DEMs hsa-miR-1 and hsa-miR-9-5p, and TFs of NF-kappa B1 and MYC may be used as biomarkers for the diagnosis and treatment of MTC.",,,Computational Biology;Thyroid Neoplasms;Thyroid Gland,,
2494,rayyan-1101984259,Exclude,Arbovirus surveillance in Rhode Island: Assessing potential ecologic and climatic correlates,2003.0,1,1,,8756-971X,19.0,3.0,179-189,"Takeda, T and Whitehouse, CA and Brewer, M and Gettman, AD and Mather, TN",,,,,"During 1995-2000, mosquitoes were collected from sites throughout Rhode Island and tested for the presence of arboviruses. Mosquito trapping was done weekly from June to October with CO2-baited light traps. In all, 186,537 mosquitoes belonging to 7 different genera were collected, of which Coquillettidia perturbans was most abundant. A total of 6,434 pools were processed for arbovirus isolation, from which 193 arboviral isolations were made. These included 109 Highlands J, 71 eastern equine encephalomyelitis, 1 California encephalitis serogroup, 2 Jamestown Canyon, 3 Cache Valley, and 9 Flanders viruses. Our isolations of Flanders virus represent the 1st reported occurrence of this virus in Rhode Island. After the 1999 sudden occurrence of the West Nile virus (WN) in the New York City area, a dead-bird surveillance program was started to test for this virus. Although no isolations of WN were made from mosquitoes, 87 virus isolations were made from a total of 330 wild birds tested. All the WN-infected birds were either American crows or blue jays. Isolation of WN from dead birds marked the 1st documented appearance of this virus in Rhode Island. Significant interannual variation of arbovirus activity in Rhode Island prompted us to examine if climate-associated factors such as rainfall and temperature correlate with virus activity. Total rainfall amounts from May to June were higher than normal in 1996 and 1998. These years showed significantly higher arbovirus activity. Deviations from normal temperature showed low correlation with arbovirus activity during the 6-year study period. Therefore, precipitation appeared to be more important than temperature in predicting arbovirus activity in Rhode Island.","RAYYAN-INCLUSION: {""Carrie An""=>""Excluded""}",,,,
9402,rayyan-1101991234,Exclude,A new species of Tody-Tyrant (Tyrannidae : Poecilotriccus) from northern Peru,2001.0,1,1,,0004-8038,118.0,2.0,334-341,"Johnson, NK and Jones, RE",,,,,"We describe a new species of tody-tyrant of the genus Poecilotriccus, isolated in midelevation forests of the Cordillera de Colan and nearby mountains to the east in the northeastern Andes of Peru. The new species is allopatric from, and forms a probable superspecies with, the Rufous-crowned Tody-Tyrant (P ruficeps), the nearest known populations of which inhabit the Cerro Chinguela of northern Peru. The geographic ranges of those sister taxa are divided by the North Peruvian Low occupied by the Rio Maranon, the major break in east-slope Andean forest between Venezuela and Bolivia. The new species and its allospecies, P. ruficeps are identical in color of the back and in lightness and hue of the crown, but are 100% separable in lightness, chroma, and hue of the belly; in color and pattern of the face; and in song. We infer that differences in vocalizations and facial markings would serve as premating reproductive isolating mechanisms should the two forms become sympatric.",,,,,
7395,rayyan-1101989227,Exclude,3D MODELING OF TREE CROWNS AND ITS APPLICATION IN SOLAR ENERGY POTENTIAL MAPPING FOR URBAN NEIGHBORHOODS,2014.0,1,1,,2153-6996,,,-,"Lv, Yang and Zhang, Xianfeng and Liu, Yu",,,,,"Shading cast by tall trees in urban areas can significantly limit the access of direct solar irradiance to building facades. In this paper, we present a method to model tree crowns and quantify tree shadow effect on solar irradiance received by buildings. Three-dimension (3D) models for trees were constructed using Poisson surface reconstruction method from Light Detection and Ranging (LiDAR) point clouds and QuickBird image data. Tree crown shadows were modeled by applying the improved Inclusion-exclusion Principle. Direct normal irradiance was derived from remote sensing data first and then employed to the calculation of solar energy radiation received by building rooftops and facades. The proposed method was applied to a case study in Nanjing City. Results indicated that tree shadow played an important role in determining the solar radiation energy received by a building. The improved solar potential result provided fundamental data for solar-related equipment selection and installment, as well as building energy consumption estimation.",,,Trees,,
3563,rayyan-1101985328,Exclude,Reconstructing the World's Museums,2012.0,1,1,,0302-9743,7572.0,,668-681,"Xiao, Jianxiong and Furukawa, Yasutaka",,,,,"Photorealistic maps are a useful navigational guide for large indoor environments, such as museums and businesses. However, it is impossible to acquire photographs covering a large indoor environment from aerial viewpoints. This paper presents a 3D reconstruction and visualization system to automatically produce clean and well-regularized texture-mapped 3D models for large indoor scenes, fromground-level photographs and 3D laser points. The key component is a new algorithm called ""Inverse CSG"" for reconstructing a scene in a Constructive Solid Geometry (CSG) representation consisting of volumetric primitives, which imposes powerful regularization constraints to exploit structural regularities. We also propose several techniques to adjust the 3D model to make it suitable for rendering the 3D maps from aerial viewpoints. The visualization system enables users to easily browse a large scale indoor environment from a bird's-eye view, locate specific room interiors, fly into a place of interest, view immersive ground-level panorama views, and zoom out again, all with seamless 3D transitions. We demonstrate our system on various museums, including the Metropolitan Museum of Art in New York City - one of the largest art galleries in the world.",,,,,
10144,rayyan-1101991976,Exclude,The phylogeny of alpha-fetoprotein in vertebrates: Survey of biochemical and physiological data,1995.0,1,1,,1045-4403,5.0,4.0,281-316,"Mizejewski, GJ",,,,,"The phylogeny of vertebrate alpha-fetoprotein (AFP) was surveyed in the phylum Chordata, including subphyla, agnatha, and Gnathostoma. A molecular taxonomic approach was undertaken based on biochemical, endocrinological, immunological, and physiological criteria previously documented for AFP. These published data were then discussed CONSIDERING their position and relationship in the albuminoid gene superfamily derived from GenBank. The phylogeny of the AFP molecule should prove useful for investigators seeking markers for animal models of human diseases, serological cross-reactivity between AFP molecular species, identification of larval or fetal protein homologs of AFP, and provide strategies for biochemical purification and physiological studies. The phylogeny of AFP in vertebrates was surveyed from the cyclostomata (lamphrey) to the mammals, including sharks, bony fishes, amphibians, reptiles, and birds. A trend was denoted, from lower to higher animal forms, in a size reduction and separation of AFP-like albumin molecular moieties from forms that resembled true albumin molecules. While the primitive lamphrey possesses a serum protein twice the size of mammalian albumin, the bony fishes, reptiles, and amphibians display two ALB-like molecules sharing amino acid sequence similarity to mammalian AFP. However, only one of the ALE-like molecules in the fish and amphibia is glycosylated. Although little has been published on reptilian AFP-like molecules, avian AFP has been investigated extensively following its detection and isolation for developmental studies involving immunology and neuroendocrinology. Finally, a plethora of knowledge exists in mammals following several decades of studies involving the isolation, purification, and characterization of AFP for use in physiological, immunological, and endocrinological research endeavors. In overview, a tendency or trend in down-sizing of an AFP-like albumin molecule and the separation of true albumin forms from a distinct fetal glycosylated form was observed. This seemed to occur in animal classes lacking a free-swimming larval form and possessing either highly differentiated extra-embryonic membranes or displaying a placenta intimately interfaced with the maternal tissues of the uterus.",,,alpha-Fetoproteins,,
